,Code,Name,Country,Exchange,Currency,Type,Isin
4690,BIXT,Bioxytran Inc,USA,OTCCE,USD,Common Stock,
4692,BJ,BJs Wholesale Club Holdings Inc,USA,NYSE,USD,Common Stock,US05550J1016
4696,BJCHF,Beijing Capital International Airport Company Limited,USA,PINK,USD,Common Stock,
4697,BJCHY,Beijing Capital International Airport Co Ltd ADR,USA,PINK,USD,Common Stock,US07725U1025
4698,BJDX,Bluejay Diagnostics Inc,USA,NASDAQ,USD,Common Stock,US0956331039
4699,BJGBF,Beijing Gas Blue Sky Holdings Limited,USA,PINK,USD,Common Stock,
4700,BJINF,Beijing Enterprises Holdings Limited,USA,PINK,USD,Common Stock,
4702,BJRI,BJs Restaurants Inc,USA,NASDAQ,USD,Common Stock,US09180C1062
4703,BJTRF,Beijing Tong Ren Tang Chinese Medicine Company Limited,USA,PINK,USD,Common Stock,
4706,BJURF,Bonjour Holdings Limited,USA,PINK,USD,Common Stock,
4707,BJWTF,Beijing Enterprises Water Group Limited,USA,PINK,USD,Common Stock,
4708,BJWTY,Beijing Enterprises Water Group Limited,USA,PINK,USD,Common Stock,
4709,BK,Bank of New York Mellon,USA,NYSE,USD,Common Stock,US0640581007
4711,BKAHF,Bank of Ayudhya Public Company Limited,USA,PINK,USD,Common Stock,
4713,BKAYY,Bank of Ayudhya PCL ADR,USA,PINK,USD,Common Stock,US0606081067
4715,BKBEF,Pipestone Energy Corp,USA,PINK,USD,Common Stock,CA7241121077
4716,BKCC,BlackRock Kelso Capital Corporation,USA,NASDAQ,USD,Common Stock,US0925331086
4720,BKCYF,Bank Of Cyprus Holdings PCL,USA,PINK,USD,Common Stock,IE00BD5B1Y92
4721,BKD,Brookdale Senior Living Inc,USA,NYSE,USD,Common Stock,US1124631045
4724,BKDT,Brookdale Senior Living Inc,USA,NYSE,USD,Common Stock,
4726,BKE,Buckle Inc,USA,NYSE,USD,Common Stock,US1184401065
4727,BKEAF,The Bank of East Asia Limited,USA,PINK,USD,Common Stock,
4728,BKEAY,Bank of East Asia Limited,USA,PINK,USD,Common Stock,US0618741039
4730,BKEN,Bakken Energy Corp,USA,OTCCE,USD,Common Stock,US0575891033
4732,BKESY,Banco Espirito Santo S.A.,USA,PINK,USD,Common Stock,US0595841026
4734,BKFAF,Brookfield Asset Management Inc FR PRF PERPETUAL CAD 25 Ser 2 Cls A,USA,PINK,USD,Common Stock,
4735,BKFCF,Bank of Communications Co. Ltd,USA,PINK,USD,Common Stock,
4736,BKFKF,P/F Bakkafrost,USA,PINK,USD,Common Stock,
4737,BKFL,BankFLORIDA Bancorp Inc.,USA,OTCQX,USD,Common Stock,
4739,BKGFF,The Berkeley Group Holdings plc,USA,PINK,USD,Common Stock,
4740,BKGFY,Berkeley Group Holdings PLC ADR,USA,PINK,USD,Common Stock,US08425P1049
4743,BKH,Black Hills Corporation,USA,NYSE,USD,Common Stock,US0921131092
4744,BKHPF,Bank Hapoalim B.M,USA,PINK,USD,Common Stock,
4746,BKHYY,Bank Hapoalim ADR,USA,PINK,USD,Common Stock,US0625103009
4747,BKI,Black Knight Inc,USA,NYSE,USD,Common Stock,US09215C1053
4749,BKIMF,Bankinter S.A,USA,PINK,USD,Common Stock,
4751,BKIRF,Black Iron Inc,USA,PINK,USD,Common Stock,
4755,BKKLY,Bangkok Bank PCL ADR,USA,PINK,USD,Common Stock,US0598931071
4756,BKKPF,Bangkok Bank Public Company Limited,USA,PINK,USD,Common Stock,
4757,BKKT,Bakkt Holdings Inc,USA,NYSE,USD,Common Stock,US05759B1070
4758,BKKT-WT,Bakkt Holdings Inc. Warrant,USA,NYSE,USD,Common Stock,
4760,BKLIF,Blockmint Technologies Inc,USA,PINK,USD,Common Stock,
4761,BKLLD,Codebase Ventures Inc,USA,OTCQB,USD,Common Stock,
4762,BKLLF,Codebase Ventures Inc,USA,PINK,USD,Common Stock,
4764,BKLRF,Berkeley Energy Ltd,USA,PINK,USD,Common Stock,AU000000BKY0
4768,BKMNF,Barker Minerals Ltd,USA,PINK,USD,Common Stock,
4769,BKMP,Blackout Media Corp,USA,OTCCE,USD,Common Stock,
4771,BKN,BlackRock Investment Quality Municipal Closed Fund,USA,NYSE,USD,Common Stock,US09247D1054
4772,BKNG,Booking Holdings Inc,USA,NASDAQ,USD,Common Stock,US09857L1089
4773,BKNIY,Bankinter SA ADR,USA,PINK,USD,Common Stock,US0664603042
4774,BKOR,Oak Ridge Financial Services Inc,USA,PINK,USD,Common Stock,US6717681091
4776,BKPKF,Bank Polska Kasa Opieki S.A,USA,OTCGREY,USD,Common Stock,
4778,BKQNF,Bank of Queensland Limited,USA,PINK,USD,Common Stock,
4779,BKQNY,Bank Of Queensland Ltd ADR,USA,PINK,USD,Common Stock,US0645251085
4780,BKR,Baker Hughes Co,USA,NASDAQ,USD,Common Stock,US05722G1004
4782,BKRIF,Bank of Ireland Group PLC,USA,PINK,USD,Common Stock,IE00BD1RP616
4783,BKRIY,Bank of Ireland Group plc,USA,PINK,USD,Common Stock,
4784,BKRKF,PT Bank Rakyat Indonesia (Persero) Tbk,USA,PINK,USD,Common Stock,
4785,BKRKY,Bank Rakyat,USA,PINK,USD,Common Stock,US69366X1000
4786,BKRP,Black Rock Petroleum Co,USA,PINK,USD,Common Stock,US09225J1088
4787,BKRRF,Blackrock Silver Corp,USA,OTCQX,USD,Common Stock,CA09261Q1072
4789,BKSC,Bank of South Carolina Corp,USA,NASDAQ,USD,Common Stock,US0650661020
4790,BKSD,BluePrint Technologies Inc,USA,PINK,USD,Common Stock,
4793,BKSLF,Banks Island Gold Ltd,USA,PINK,USD,Common Stock,
4795,BKSY,Blacksky Technology Inc,USA,NYSE,USD,Common Stock,US09263B1089
4797,BKTI,BK Technologies Inc,USA,NYSE MKT,USD,Common Stock,US05587G1040
4798,BKTPF,Cruz Cobalt Corp,USA,PINK,USD,Common Stock,
4800,BKU,BankUnited Inc,USA,NYSE,USD,Common Stock,US06652K1034
4801,BKUCF,Blue Sky Uranium Corp,USA,OTCQB,USD,Common Stock,CA0960495079
4802,BKUH,Bakhu Holdings Corp,USA,PINK,USD,Common Stock,
4805,BKUT,Bank of Utica,USA,PINK,USD,Common Stock,US0654371055
4806,BKUTK,Bank Utica Ny Nonvtg,USA,PINK,USD,Common Stock,US0654372046
4808,BKYI,BIO-Key International Inc,USA,NASDAQ,USD,Common Stock,US09060C4087
4809,BL,Blackline Inc,USA,NASDAQ,USD,Common Stock,US09239B1098
4810,BLAC,Bellevue Life Sciences Acquisition Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
4811,BLACR,Bellevue Life Sciences Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
4812,BLACU,Bellevue Life Sciences Acquisition Corp. Unit,USA,NASDAQ,USD,Unit,
4813,BLACW,Bellevue Life Sciences Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
4816,BLAGF,Blue Lagoon Resources Inc,USA,OTCQB,USD,Common Stock,
4823,BLBD,Blue Bird Corp,USA,NASDAQ,USD,Common Stock,US0953061068
4824,BLBLF,Bilibili Inc,USA,PINK,USD,Common Stock,
4825,BLBX,Blackboxstocks Inc,USA,NASDAQ,USD,Common Stock,US09229E2046
4828,BLCM,Bellicum Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US0794814048
4830,BLCO,Bausch + Lomb Corp,USA,NYSE,USD,Common Stock,CA0717051076
4833,BLD,Topbuild Corp,USA,NYSE,USD,Common Stock,US89055F1030
4836,BLDE,Blade Air Mobility Inc,USA,NASDAQ,USD,Common Stock,US0926671043
4837,BLDEW,Blade Air Mobility Inc,USA,NASDAQ,USD,Common Stock,
4840,BLDP,Ballard Power Systems Inc,USA,NASDAQ,USD,Common Stock,CA0585861085
4842,BLDR,Builders FirstSource Inc,USA,NYSE,USD,Common Stock,US12008R1077
4844,BLDV,Blue Diamond Ventures Inc,USA,PINK,USD,Common Stock,US09539R1014
4845,BLE,BlackRock MIT II,USA,NYSE,USD,Common Stock,US09249N1019
4846,BLEG,Branded Legacy Inc,USA,PINK,USD,Common Stock,US10528L1052
4848,BLEU,Bleuacacia Ltd,USA,NASDAQ,USD,Common Stock,KYG117281058
4849,BLEUR,bleuacacia ltd Rights,USA,NASDAQ,USD,Common Stock,
4850,BLEUU,Bleuacacia Ltd Unit,USA,NASDAQ,USD,Unit,KYG117281215
4851,BLEUW,bleuacacia ltd Warrants,USA,NASDAQ,USD,Common Stock,
4852,BLEVF,Beleave Inc,USA,PINK,USD,Common Stock,
4853,BLFE,BioLife Sciences Inc,USA,PINK,USD,Common Stock,
4854,BLFR,Bluefire,USA,PINK,USD,Common Stock,US09625G1004
4855,BLFS,BioLife Solutions Inc,USA,NASDAQ,USD,Common Stock,US09062W2044
4857,BLFY,Blue Foundry Bancorp,USA,NASDAQ,USD,Common Stock,US09549B1044
4859,BLGFF,Baillie Gifford US Growth Trust PLC,USA,PINK,USD,Common Stock,
4860,BLGO,BioLargo Inc,USA,OTCQB,USD,Common Stock,US09065A1007
4861,BLGVF,Belgravia Hartford Capital Inc,USA,PINK,USD,Common Stock,
4862,BLHEF,Bâloise Holding AG,USA,PINK,USD,Common Stock,
4863,BLHEY,Baloise Holding Ltd ADR,USA,PINK,USD,Common Stock,US0587791098
4864,BLHK,Blueharbor Bank,USA,OTCQX,USD,Common Stock,US0956131058
4865,BLHWF,BELIMO Holding AG,USA,OTCGREY,USD,Common Stock,
4867,BLIAQ,BB Liquidating Inc.,USA,OTCCE,USD,Common Stock,US05532D1072
4868,BLIBQ,BB Liquidating Inc B,USA,OTCCE,USD,Common Stock,US05532D2062
4869,BLIDF,Boliden AB (publ),USA,PINK,USD,Common Stock,
4870,BLIN,Bridgeline Digital Inc,USA,NASDAQ,USD,Common Stock,US10807Q7007
4871,BLIS,Treasure & Shipwreck Recovery Inc,USA,PINK,USD,Common Stock,
4872,BLITF,i3 Interactive Inc,USA,PINK,USD,Common Stock,
4873,BLK,BlackRock Inc,USA,NYSE,USD,Common Stock,US09247X1019
4874,BLKB,Blackbaud Inc,USA,NASDAQ,USD,Common Stock,US09227Q1004
4876,BLKCF,Global Gaming Technologies Corp,USA,PINK,USD,Common Stock,CA37959M2031
4878,BLKLF,Blackline Safety Corp,USA,PINK,USD,Common Stock,
4880,BLLB,Bell Buckle Holdings,USA,PINK,USD,Common Stock,US0778671091
4882,BLLYF,Bluejay Mining plc,USA,OTCQB,USD,Common Stock,
4883,BLMC,Biloxi Marsh Lands Corp,USA,PINK,USD,Common Stock,US0902031006
4884,BLMIF,Bank Leumi le- Israel B.M,USA,PINK,USD,Common Stock,
4885,BLMN,Bloomin Brands Inc,USA,NASDAQ,USD,Common Stock,US0942351083
4886,BLMS,Bloomios Inc,USA,OTCQB,USD,Common Stock,
4888,BLND,Blend Labs Inc,USA,NYSE,USD,Common Stock,US09352U1088
4890,BLNG,Belong Acquisition Corp,USA,NASDAQ,USD,Common Stock,US08069M1027
4891,BLNGU,Belong Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US08069M2017
4893,BLNK,Blink Charging Co,USA,NASDAQ,USD,Common Stock,US09354A1007
4894,BLNMF,Blue Note Mining Inc,USA,PINK,USD,Common Stock,
4897,BLONF,CO2 Gro Inc,USA,OTCQB,USD,Common Stock,
4898,BLOZF,Cannabix Technologies Inc,USA,PINK,USD,Common Stock,CA13765L1013
4903,BLPFF,BLOK Technologies Inc,USA,PINK,USD,Common Stock,CA09370Q1054
4905,BLPG,Blue Line Protection Group Inc,USA,PINK,USD,Common Stock,US09568Q3056
4906,BLPH,Bellerophon Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US0787713009
4909,BLQC,BlockQuarry Corp,USA,PINK,USD,Common Stock,
4912,BLRDF,BillerudKorsnäs AB (publ),USA,PINK,USD,Common Stock,
4913,BLRDY,BillerudKorsnäs AB (publ),USA,OTCGREY,USD,Common Stock,
4914,BLRX,BioLineRx Ltd,USA,NASDAQ,USD,Common Stock,US09071M2052
4916,BLRZF,Blackhawk Growth Corp,USA,OTCGREY,USD,Common Stock,
4919,BLSFF,BlueScope Steel Limited,USA,PINK,USD,Common Stock,
4920,BLSFY,BlueScope Steel Ltd ADR,USA,PINK,USD,Common Stock,US09625Q2075
4923,BLSP,Blue Sphere Corp,USA,OTCCE,USD,Common Stock,US09605C3016
4924,BLSTF,Blackstone Minerals Ltd,USA,OTCQX,USD,Common Stock,AU000000BSX5
4925,BLTE,Belite Bio Inc ADR,USA,NASDAQ,USD,Common Stock,US07782B1044
4926,BLTH,American Battery Materials Inc.,USA,PINK,USD,Common Stock,
4927,BLUA,Blueriver Acquisition Corp,USA,NYSE MKT,USD,Common Stock,KYG1261Q1073
4928,BLUE,Bluebird bio Inc,USA,NASDAQ,USD,Common Stock,US09609G1004
4931,BLUMY,Blue Moon Group Holdings Limited,USA,PINK,USD,Common Stock,
4933,BLUU,Blue Water Global Group Inc,USA,PINK,USD,Common Stock,US09609D2062
4935,BLVDF,Helix Applications Inc,USA,PINK,USD,Common Stock,
4936,BLW,BlackRock Limited Duration Income Trust,USA,NYSE,USD,Common Stock,US09249W1018
4937,BLWYF,Bellway p.l.c,USA,PINK,USD,Common Stock,
4938,BLWYY,Bellway PLC ADR,USA,PINK,USD,Common Stock,US0798901098
4939,BLX,Foreign Trade Bank of Latin America Inc,USA,NYSE,USD,Common Stock,PAP169941328
4940,BLXX,Blox Inc,USA,PINK,USD,Common Stock,US0952261065
4944,BLYQ,Bally Corp,USA,PINK,USD,Common Stock,
4948,BLZE,Backblaze Inc,USA,NASDAQ,USD,Common Stock,US05637B1052
4951,BMA,Banco Macro SA B ADR,USA,NYSE,USD,Common Stock,US05961W1053
4952,BMAC,Black Mountain Acquisition Corp,USA,NYSE,USD,Common Stock,US09216A1088
4953,BMAC-UN,Black Mountain Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
4959,BMBL,Bumble Inc,USA,NASDAQ,USD,Common Stock,US12047B1052
4960,BMBLF,Brambles Limited,USA,PINK,USD,Common Stock,
4961,BMBN,Benchmark Bankshares Inc,USA,PINK,USD,Common Stock,US08160E1082
4962,BMBOY,Grupo Bimbo SAB de CV ADR,USA,PINK,USD,Common Stock,US40052V1044
4963,BMBRF,Bim Birlesik Magazalar ,USA,PINK,USD,Common Stock,
4969,BMCLF,BAIC Motor Corporation Limited,USA,PINK,USD,Common Stock,
4971,BMCS,Biotech Medics Ne,USA,PINK,USD,Common Stock,US0906993078
4974,BMDPF,Banca Monte dei Paschi di Siena S.p.A,USA,PINK,USD,Common Stock,
4976,BME,BlackRock Health Sciences Trust,USA,NYSE,USD,Common Stock,US09250W1071
4977,BMEA,Biomea Fusion Inc,USA,NASDAQ,USD,Common Stock,US09077A1060
4981,BMEZ,BlackRock Health Sciences Trust II,USA,NYSE,USD,Common Stock,US09260E1055
4985,BMI,Badger Meter Inc,USA,NYSE,USD,Common Stock,US0565251081
4992,BMKDF,BioMark Diagnostics Inc,USA,PINK,USD,Common Stock,
4993,BML-PG,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,
4994,BML-PH,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,
4995,BML-PJ,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,
4996,BML-PL,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,
4998,BMMCF,Kbridge Energy Corp,USA,PINK,USD,Common Stock,
5001,BMMJ,Body and Mind Inc,USA,OTCQB,USD,Common Stock,US09689V1008
5004,BMNDF,Biomind Labs Inc.,USA,OTCQB,USD,Common Stock,
5006,BMNM,Bimini Capital Management Inc,USA,OTCQB,USD,Common Stock,US0903194019
5007,BMNR,Bitmine Immersion Technologies Inc,USA,PINK,USD,Common Stock,
5009,BMO,Bank of Montreal,USA,NYSE,USD,Common Stock,CA0636711016
5012,BMOOF,Blue Moon Metals Inc,USA,OTCQB,USD,Common Stock,
5021,BMR,Beamr Imaging Ltd. Ordinary Share,USA,NASDAQ,USD,Common Stock,
5022,BMRA,Biomerica Inc,USA,NASDAQ,USD,Common Stock,US09061H3075
5023,BMRC,Bank of Marin Bancorp,USA,NASDAQ,USD,Common Stock,US0634251021
5024,BMRN,Biomarin Pharmaceutical Inc,USA,NASDAQ,USD,Common Stock,US09061G1013
5025,BMRPF,B&M European Value Retail S.A,USA,PINK,USD,Common Stock,
5027,BMRRY,B&M European Value Retail SA ADR,USA,PINK,USD,Common Stock,US05590Y1001
5036,BMSPF,Biomass Secure Power Inc,USA,PINK,USD,Common Stock,CA09070Y1016
5042,BMTLF,BeMetals Corp,USA,OTCQB,USD,Common Stock,
5043,BMTM,Bright Mountain Media Inc,USA,OTCQB,USD,Common Stock,US10919T1051
5044,BMTX,Bm Technologies Inc,USA,NYSE MKT,USD,Common Stock,US05591L1070
5046,BMVVF,Bathurst Metals Corp,USA,PINK,USD,Common Stock,
5047,BMWYY,Bayerische Motoren Werke AG ADR,USA,PINK,USD,Common Stock,US0727433056
5048,BMXC,Bemax Inc,USA,PINK,USD,Common Stock,US0813603075
5049,BMXI,Brookmount Explorations Inc,USA,PINK,USD,Common Stock,US1142702000
5050,BMXMF,bioMérieux S.A,USA,PINK,USD,Common Stock,
5051,BMY,Bristol-Myers Squibb Company,USA,NYSE,USD,Common Stock,US1101221083
5052,BN,Brookfield Corp,USA,NYSE,USD,Common Stock,CA11271J1075
5060,BNCC,BNCCorp Inc,USA,OTCQX,USD,Common Stock,US0559361086
5061,BNCDY,Banca Mediolanum SPA ADR,USA,PINK,USD,Common Stock,US05970D1063
5062,BNCHD,BNCHD,USA,OTCQX,USD,Common Stock,
5063,BNCHF,Benchmark Metals Inc,USA,OTCQX,USD,Common Stock,
5064,BNCM,Bounce Mobile Systems Inc,USA,PINK,USD,Common Stock,
5071,BNDSF,Banco de Sabadell S.A,USA,PINK,USD,Common Stock,
5072,BNDSY,Banco de Sabadell SA ADR,USA,PINK,USD,Common Stock,US0595681059
5076,BNED,Barnes & Noble Education Inc,USA,NYSE,USD,Common Stock,US06777U1016
5077,BNEFF,Bonterra Energy Corp,USA,PINK,USD,Common Stock,US09852Q1022
5078,BNET,Bion Environmental Technologies Inc,USA,OTCQB,USD,Common Stock,US09061Q3074
5080,BNGLF,Bengal Energy Ltd,USA,PINK,USD,Common Stock,
5082,BNGO,Bionano Genomics Inc,USA,NASDAQ,USD,Common Stock,US09075F1075
5083,BNGOW,BioNano Genomics Inc. WT EXP 082123,USA,NASDAQ,USD,Common Stock,
5085,BNH,NASDAQ DM Ex US Industrials Ind,USA,NYSE,USD,Common Stock,
5087,BNIGF,Beroni Group Limited,USA,OTCQX,USD,Common Stock,
5089,BNIX,Bannix Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0666441052
5090,BNIXR,Bannix Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
5091,BNIXW,Bannix Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
5093,BNJ,Brookfield Finance Inc. 4.50% P,USA,NYSE,USD,Common Stock,
5095,BNKHF,BOC Hong Kong (Holdings) Limited,USA,PINK,USD,Common Stock,
5096,BNKL,Bionik Laboratories Corp,USA,PINK,USD,Common Stock,US09074A2087
5099,BNL,Broadstone Net Lease Inc,USA,NYSE,USD,Common Stock,US11135E2037
5100,BNMDF,Banca Mediolanum SpA,USA,OTCGREY,USD,Common Stock,IT0004776628
5103,BNMV,BitNile Metaverse Inc.,USA,NASDAQ,USD,Common Stock,
5104,BNNHF,Benjamin Hill Mining Corp,USA,OTCQB,USD,Common Stock,
5105,BNNLF,Bannerman Resources Ltd,USA,OTCQB,USD,Common Stock,AU000000BMN9
5106,BNNNF,BEENOS Inc,USA,PINK,USD,Common Stock,
5108,BNOEF,Bionomics Limited,USA,PINK,USD,Common Stock,
5110,BNOX,Bionomics Ltd ADR,USA,NASDAQ,USD,Common Stock,US09063M2052
5111,BNPJY,Banpu PCL ADR,USA,PINK,USD,Common Stock,US06670N1054
5112,BNPQF,BNP Paribas SA,USA,OTCQX,USD,Common Stock,FR0000131104
5113,BNPQY,BNP Paribas SA ADR,USA,OTCQX,USD,Common Stock,US05565A2024
5114,BNR,Burning Rock Biotech Ltd,USA,NASDAQ,USD,Common Stock,US12233L1070
5115,BNRE,Brookfield Reinsurance Ltd,USA,NYSE,USD,Common Stock,
5116,BNRG,Brenmiller Energy Ltd Ordinary Shares,USA,NASDAQ,USD,Common Stock,IL0011415309
5117,BNS,Bank of Nova Scotia,USA,NYSE,USD,Common Stock,CA0641491075
5119,BNSO,Bonso Electronics International Inc,USA,NASDAQ,USD,Common Stock,VG0985293088
5120,BNSOF,Bonso Electronics International Inc.,USA,PINK,USD,Common Stock,
5121,BNSPF,The Bank of Nova Scotia,USA,OTCGREY,USD,Common Stock,
5122,BNTC,Benitec Biopharma Ltd ADR,USA,NASDAQ,USD,Common Stock,US08205P1003
5123,BNTGF,Brenntag SE,USA,PINK,USD,Common Stock,
5124,BNTGY,Brenntag AG ADR,USA,PINK,USD,Common Stock,US1071801013
5125,BNTOF,Benefit One Inc,USA,PINK,USD,Common Stock,
5126,BNTRF,Benton Resources Inc,USA,PINK,USD,Common Stock,
5127,BNTX,BioNTech SE,USA,NASDAQ,USD,Common Stock,US09075V1026
5130,BNVIF,Binovi Technologies Corp,USA,PINK,USD,Common Stock,
5131,BNXAF,Banxa Holdings Inc,USA,PINK,USD,Common Stock,
5132,BNXR,Brinx Resources Ltd,USA,PINK,USD,Common Stock,
5133,BNXTF,BioNxt Solutions Inc.,USA,OTCQB,USD,Common Stock,
5134,BNY,BlackRock New York Municipal Income Trust,USA,NYSE,USD,Common Stock,US09248L1061
5135,BNYN,Banyan Corp,USA,OTCCE,USD,Common Stock,US06682M5094
5136,BNZIF,Fideicomiso Irrevocable F/2061 FHipo,USA,OTCGREY,USD,Common Stock,
5138,BOAC,Bluescape Opportunities Acquisition Corp,USA,NYSE,USD,Common Stock,KYG1195N1051
5141,BOALF,Boral Limited,USA,PINK,USD,Common Stock,
5142,BOALY,Boral Ltd ADR,USA,PINK,USD,Common Stock,US0995141019
5147,BOC,Boston Omaha Corp,USA,NYSE,USD,Common Stock,US1010441053
5148,BOCN,Blue Ocean Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG1330L1059
5149,BOCNU,Blue Ocean Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG1330L1133
5150,BOCNW,Blue Ocean Acquisition Corp Warrants,USA,NASDAQ,USD,Common Stock,
5151,BOCOF,Bougainville Copper Limited,USA,PINK,USD,Common Stock,
5153,BODY,Beachbody Company Inc,USA,NYSE,USD,Common Stock,US0734631015
5158,BOEUF,Bonesupport Holding AB (publ),USA,PINK,USD,Common Stock,
5159,BOF,BranchOut Food Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
5168,BOH,Bank of Hawaii Corporation,USA,NYSE,USD,Common Stock,US0625401098
5169,BOH-PA,Bank of Hawaii Corporation Depo,USA,NYSE,USD,Preferred Stock,
5175,BOID,Bank of Idaho Holding Company,USA,OTCQX,USD,Common Stock,
5178,BOIRF,Boiron SA,USA,PINK,USD,Common Stock,
5179,BOIVF,Bolloré SE,USA,PINK,USD,Common Stock,
5180,BOKF,BOK Financial Corporation,USA,NASDAQ,USD,Common Stock,US05561Q2012
5181,BOLBP,BOL Bancshares Inc. PFD,USA,PINK,USD,Common Stock,
5183,BOLSY,B3 S.A. - Brasil Bolsa Balcão,USA,PINK,USD,Common Stock,
5184,BOLT,Bolt Biotherapeutics,USA,NASDAQ,USD,Common Stock,US0977021049
5186,BOMBF,Bombardier Inc,USA,PINK,USD,Common Stock,US0977516063
5190,BOMO,Bowmo Inc,USA,PINK,USD,Common Stock,
5191,BOMXF,Bolsa Mexicana de Valores S.A.B. de C.V,USA,OTCGREY,USD,Common Stock,
5192,BON,Bon Natural Life Ltd,USA,NASDAQ,USD,Common Stock,KYG144921056
5197,BONL,Bonal International Inc,USA,PINK,USD,Common Stock,US0977702002
5198,BONTQ,Bon-Ton Stores Inc,USA,PINK,USD,Common Stock,US09776J1016
5199,BONXF,Bonterra Resources Inc,USA,OTCQX,USD,Common Stock,
5200,BONZ,Bonanza Goldfields,USA,PINK,USD,Common Stock,US0978241067
5202,BOOM,Dmc Global Inc,USA,NASDAQ,USD,Common Stock,US23291C1036
5203,BOOT,Boot Barn Holdings Inc,USA,NYSE,USD,Common Stock,US0994061002
5207,BOPO,Biopower Operations Corp,USA,PINK,USD,Common Stock,US09072L2060
5210,BOREF,Borealis Exploration Ltd,USA,PINK,USD,Common Stock,CA0997201045
5212,BORK,Bourque Indts Inc,USA,PINK,USD,Common Stock,US1021001045
5213,BORR,Borr Drilling Ltd,USA,NYSE,USD,Common Stock,BMG1466R1732
5214,BORT,Bank of Botetourt,USA,PINK,USD,Common Stock,US1012501086
5215,BORUF,Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien,USA,PINK,USD,Common Stock,
5218,BOSC,BOS Better Online Solutions,USA,NASDAQ,USD,Common Stock,IL0010828171
5223,BOSSY,Hugo Boss AG,USA,PINK,USD,Common Stock,US4445601069
5226,BOTH,Bioethics Ltd,USA,PINK,USD,Common Stock,US09059E1001
5227,BOTJ,Bank of the James Financial Group,USA,NASDAQ,USD,Common Stock,US4702991088
5228,BOTRF,China Everbright Water Ltd,USA,PINK,USD,Common Stock,BMG2116Y1057
5229,BOTY,Lingerie Fighting Championships Inc,USA,PINK,USD,Common Stock,US5357421008
5232,BOUYF,Bouygues SA,USA,PINK,USD,Common Stock,
5233,BOUYY,Bouygues SA ADR,USA,PINK,USD,Common Stock,US1021171087
5234,BOWFF,Boardwalk Real Estate Investment Trust,USA,PINK,USD,Common Stock,US0966311062
5235,BOWL,Bowlero Corp,USA,NYSE,USD,Common Stock,US10258P1021
5236,BOWN,Bowen Acquisition Corp Ordinary Shares,USA,NASDAQ,USD,Common Stock,
5237,BOWNR,Bowen Acquisition Corp Rights,USA,NASDAQ,USD,Common Stock,
5238,BOWNU,Bowen Acquisition Corp Unit,USA,NASDAQ,USD,Unit,
5239,BOX,Box Inc,USA,NYSE,USD,Common Stock,US10316T1043
5240,BOXDQ,Boxed Inc.,USA,PINK,USD,Common Stock,
5241,BOXL,Boxlight Corp Class A,USA,NASDAQ,USD,Common Stock,US1031971096
5242,BOXWQ,Boxed Inc.,USA,PINK,USD,Common Stock,
5245,BOZTY,Boozt AB ADR,USA,PINK,USD,Common Stock,US0547811093
5246,BP,BP PLC ADR,USA,NYSE,USD,Common Stock,US0556221044
5248,BPAQF,BP p.l.c,USA,PINK,USD,Common Stock,
5251,BPCGF,Banco Comercial Português S.A,USA,PINK,USD,Common Stock,
5252,BPCP,Bishop Capital Corp,USA,PINK,USD,Common Stock,US09141T1079
5258,BPHLF,Bank of the Philippine Islands,USA,PINK,USD,Common Stock,
5259,BPHLY,Bank of the Philippine Islands ADR,USA,PINK,USD,Common Stock,US0644281059
5260,BPIGF,BPI Energy Holdings Inc,USA,PINK,USD,Common Stock,
5261,BPIRF,Piraeus Financial Holdings S.A,USA,PINK,USD,Common Stock,
5263,BPIRY,Piraeus Bank SA ADR,USA,PINK,USD,Common Stock,US7242495031
5267,BPMC,Blueprint Medicines Corp,USA,NASDAQ,USD,Common Stock,US09627Y1091
5268,BPMUF,Basilea Pharmaceutica AG,USA,PINK,USD,Common Stock,
5269,BPOP,Popular Inc,USA,NASDAQ,USD,Common Stock,PR7331747001
5270,BPOPM,Popular Capital Trust II Pref,USA,NASDAQ,USD,Common Stock,US73317H2067
5271,BPOPO,Popular Inc,USA,PINK,USD,Common Stock,PR7331743042
5272,BPOSY,Bpost SA ADR,USA,PINK,USD,Common Stock,US05578W1009
5273,BPPPF,Bid Corporation Limited,USA,PINK,USD,Common Stock,
